text,label
thank you very much for this feedback we endeavor to make discussions at the forum a… 
"  the 8th edition of the nation leadership forum is coming soon with a special focus on security 

…"
we are glad you enjoy the forums we look forward to hosting an engaging and informative… 
"muendo plans to place security above data privacy bad idea for kenya   
"
"  the 8th edition of the nation leadership forum is coming soon with a special focus on security 

…"
"  the 8th edition of the nation leadership forum is coming soon with a special focus on security 

…"
"onyango empower universities to be responsive to bioterrorism    
"
the 8th edition of the nation leadership forum is coming soon with a special focus on security… 
graft impunity aiding terrorism in kenya   
  patriarchy does not allow men to view women as leaders in board rooms it does not allow men to know how to deal with women l…
   all that i am or ever hope to be i owe to my mother im not sure i want to say it quite like t…
