text,label
"  have been wondering why mandazi ikaitwa kdf kumbe ni short form ya kidathi kinene fiu 😂😂😂

  htt…"
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"  coming up on 

stay tuned "
"coming up on 

stay tuned "
"coming up on ntv kenya 

stay tuned "
