text,label
"do the research to see what you can find out to help you solve the case 

   … "
 is based on true crime stories but few new inspectors making the serial filmy  stop this … 
so many wrongs harmful things  done in the name of love 
would have investigated this murders of women in eastlands by now better than the dci the journalist… 
