text,label
"  catch all the drama and fun on tahidi high tonight on citizen tv from 730pm

 "
"  catch all the drama and fun on tahidi high tonight on citizen tv from 730pm

 "
"catch all the drama and fun on tahidi high tonight on citizen tv from 730pm

 "
